SL,from,to,INDIRECT_SERVICE_PROVIDER,PREMONSOON,MONSOON,POSTMONSOON,FUNC_GRP,HABITAT,SIZE_CAT,REL_ABUN_CAT
161,Rasbora daniconius,Aquatic recreation,1;2;3;4;5;6;7;8,1,1,1,Fish,Profoundal,3,3
161,Rasbora daniconius,Food provisioning,1;2;3;4;5;6;7;8,1,1,1,Fish,Profoundal,3,3
161,Rasbora daniconius,Biocontrol,1;2;3;4;5;6;7;8,1,1,1,Fish,Profoundal,3,3
161,Rasbora daniconius,Bioindicators,1;2;3;4;5;6;7;8,1,1,1,Fish,Profoundal,3,3
162,Pethia phutunio,Fishery,1;2;3;4;5;6;7;8,1,1,1,Fish,Profoundal,3,3
162,Pethia phutunio,Aquatic recreation,1;2;3;4;5;6;7;8,1,1,1,Fish,Profoundal,3,3
162,Pethia phutunio,Food provisioning,1;2;3;4;5;6;7;8,1,1,1,Fish,Profoundal,3,3
162,Pethia phutunio,Biocontrol,1;2;3;4;5;6;7;8,1,1,1,Fish,Profoundal,3,3
162,Pethia phutunio,Bioindicators,1;2;3;4;5;6;7;8,1,1,1,Fish,Profoundal,3,3
163,Glossogobius giuris,Fishery,1;2;4;5;6;7;8,1,1,1,Fish,Benthic,4,3
163,Glossogobius giuris,Aquatic recreation,1;2;4;5;6;7;8,1,1,1,Fish,Benthic,4,3
163,Glossogobius giuris,Food provisioning,1;2;4;5;6;7;8,1,1,1,Fish,Benthic,4,3
163,Glossogobius giuris,Biocontrol,1;2;4;5;6;7;8,1,1,1,Fish,Benthic,4,3
163,Glossogobius giuris,Bioindicators,1;2;4;5;6;7;8,1,1,1,Fish,Benthic,4,3
164,Heteropneustes fossilis,Fishery,1;2;4;5;6;7;8,1,1,1,Fish,Benthic,4,1
164,Heteropneustes fossilis,Aquatic recreation,1;2;4;5;6;7;8,1,1,1,Fish,Benthic,4,1
164,Heteropneustes fossilis,Food provisioning,1;2;4;5;6;7;8,1,1,1,Fish,Benthic,4,1
164,Heteropneustes fossilis,Biocontrol,1;2;4;5;6;7;8,1,1,1,Fish,Benthic,4,1
164,Heteropneustes fossilis,Bioindicators,1;2;4;5;6;7;8,1,1,1,Fish,Benthic,4,1
165,Macrognathus pancalus,Fishery,1;2;4;5;6;7;8,1,1,1,Fish,Benthic,4,2
165,Macrognathus pancalus,Aquatic recreation,1;2;4;5;6;7;8,1,1,1,Fish,Benthic,4,2
165,Macrognathus pancalus,Food provisioning,1;2;4;5;6;7;8,1,1,1,Fish,Benthic,4,2
165,Macrognathus pancalus,Biocontrol,1;2;4;5;6;7;8,1,1,1,Fish,Benthic,4,2
165,Macrognathus pancalus,Bioindicators,1;2;4;5;6;7;8,1,1,1,Fish,Benthic,4,2
166,Mastacembelus armatus,Fishery,1;2;4;5;6;7;8,1,1,1,Fish,Profoundal,5,2
166,Mastacembelus armatus,Aquatic recreation,1;2;4;5;6;7;8,1,1,1,Fish,Profoundal,5,2
166,Mastacembelus armatus,Food provisioning,1;2;4;5;6;7;8,1,1,1,Fish,Profoundal,5,2
166,Mastacembelus armatus,Biocontrol,1;2;4;5;6;7;8,1,1,1,Fish,Profoundal,5,2
166,Mastacembelus armatus,Bioindicators,1;2;4;5;6;7;8,1,1,1,Fish,Profoundal,5,2
167,Notopterus notopterus,Fishery,1;2;4;5;6;7;8,1,1,1,Fish,Profoundal,4,3
167,Notopterus notopterus,Aquatic recreation,1;2;4;5;6;7;8,1,1,1,Fish,Profoundal,4,3
167,Notopterus notopterus,Food provisioning,1;2;4;5;6;7;8,1,1,1,Fish,Profoundal,4,3
167,Notopterus notopterus,Biocontrol,1;2;4;5;6;7;8,1,1,1,Fish,Profoundal,4,3
167,Notopterus notopterus,Bioindicators,1;2;4;5;6;7;8,1,1,1,Fish,Profoundal,4,3
168,Trichogaster lalius,Fishery,1;2;3;4;5;6;7;8,1,1,1,Fish,Profoundal,3,2
168,Trichogaster lalius,Aquatic recreation,1;2;3;4;5;6;7;8,1,1,1,Fish,Profoundal,3,2
168,Trichogaster lalius,Food provisioning,1;2;3;4;5;6;7;8,1,1,1,Fish,Profoundal,3,2
168,Trichogaster lalius,Biocontrol,1;2;3;4;5;6;7;8,1,1,1,Fish,Profoundal,3,2
168,Trichogaster lalius,Bioindicators,1;2;3;4;5;6;7;8,1,1,1,Fish,Profoundal,3,2
169,Trichogaster fasciata,Fishery,1;2;3;4;5;6;7;8,1,1,1,Fish,Profoundal,3,2
169,Trichogaster fasciata,Aquatic recreation,1;2;3;4;5;6;7;8,1,1,1,Fish,Profoundal,3,2
169,Trichogaster fasciata,Food provisioning,1;2;3;4;5;6;7;8,1,1,1,Fish,Profoundal,3,2
169,Trichogaster fasciata,Biocontrol,1;2;3;4;5;6;7;8,1,1,1,Fish,Profoundal,3,2
169,Trichogaster fasciata,Bioindicators,1;2;3;4;5;6;7;8,1,1,1,Fish,Profoundal,3,2
170,Pila globosa,Carbon sequestration,1;2;4;5;6;7;8,1,1,1,Mollusca,Litoral,3,3
170,Pila globosa,Aquatic recreation,1;2;4;5;6;7;8,1,1,1,Mollusca,Litoral,3,3
170,Pila globosa,Food provisioning,1;2;4;5;6;7;8,1,1,1,Mollusca,Litoral,3,3
170,Pila globosa,Biocontrol,1;2;4;5;6;7;8,1,1,1,Mollusca,Litoral,3,3
171,Filopaludina bengalensis,Carbon sequestration,1;2;4;5;6;7;8,1,1,1,Mollusca,Litoral,3,3
171,Filopaludina bengalensis,Aquatic recreation,1;2;4;5;6;7;8,1,1,1,Mollusca,Litoral,3,3
171,Filopaludina bengalensis,Biocontrol,1;2;4;5;6;7;8,1,1,1,Mollusca,Litoral,3,3
172,Idiopoma dissimilis,Carbon sequestration,2;4;7,1,1,1,Mollusca,Litoral,3,3
172,Idiopoma dissimilis,Aquatic recreation,2;4;7,1,1,1,Mollusca,Litoral,3,3
172,Idiopoma dissimilis,Biocontrol,2;4;7,1,1,1,Mollusca,Litoral,3,3
173,Melanoides tuberculata,Carbon sequestration,1;2;4;5;6;7;8,1,1,1,Mollusca,Litoral,3,3
173,Melanoides tuberculata,Aquatic recreation,1;2;4;5;6;7;8,1,1,1,Mollusca,Litoral,3,3
173,Melanoides tuberculata,Biocontrol,1;2;4;5;6;7;8,1,1,1,Mollusca,Litoral,3,3
174,Tarebia lineata,Carbon sequestration,1;2;4;5;6;7;8,1,1,1,Mollusca,Litoral,2,3
174,Tarebia lineata,Aquatic recreation,1;2;4;5;6;7;8,1,1,1,Mollusca,Litoral,2,3
174,Tarebia lineata,Biocontrol,1;2;4;5;6;7;8,1,1,1,Mollusca,Litoral,2,3
175,Bithynia pulchella,Carbon sequestration,1;2;4;5;6;7;8,1,1,1,Mollusca,Litoral,2,3
175,Bithynia pulchella,Aquatic recreation,1;2;4;5;6;7;8,1,1,1,Mollusca,Litoral,2,3
175,Bithynia pulchella,Biocontrol,1;2;4;5;6;7;8,1,1,1,Mollusca,Litoral,2,3
176,Gabbia orcula,Carbon sequestration,1;2;4;5;6;7;8,1,1,1,Mollusca,Litoral,2,3
176,Gabbia orcula,Aquatic recreation,1;2;4;5;6;7;8,1,1,1,Mollusca,Litoral,2,3
176,Gabbia orcula,Biocontrol,1;2;4;5;6;7;8,1,1,1,Mollusca,Litoral,2,3
177,Radix rufescens,Carbon sequestration,1;2;4;5;6;7;8,1,1,1,Mollusca,Litoral,3,3
177,Radix rufescens,Aquatic recreation,1;2;4;5;6;7;8,1,1,1,Mollusca,Litoral,3,3
177,Radix rufescens,Biocontrol,1;2;4;5;6;7;8,1,1,1,Mollusca,Litoral,3,3
178,Racesina luteola,Carbon sequestration,1;2;4;5;6;7;8,1,1,1,Mollusca,Litoral,3,3
178,Racesina luteola,Aquatic recreation,1;2;4;5;6;7;8,1,1,1,Mollusca,Litoral,3,3
178,Racesina luteola,Biocontrol,1;2;4;5;6;7;8,1,1,1,Mollusca,Litoral,3,3
179,Gyraulus barrackporensis,Carbon sequestration,1;2;4;5;6;7;8,1,1,1,Mollusca,Litoral,2,3
179,Gyraulus barrackporensis,Aquatic recreation,1;2;4;5;6;7;8,1,1,1,Mollusca,Litoral,2,3
179,Gyraulus barrackporensis,Biocontrol,1;2;4;5;6;7;8,1,1,1,Mollusca,Litoral,2,3
180,Gyraulus convexiusculus,Carbon sequestration,1;2;4;5;6;7;8,1,1,1,Mollusca,Litoral,2,3
180,Gyraulus convexiusculus,Aquatic recreation,1;2;4;5;6;7;8,1,1,1,Mollusca,Litoral,2,3
180,Gyraulus convexiusculus,Biocontrol,1;2;4;5;6;7;8,1,1,1,Mollusca,Litoral,2,3
181,Gyraulus euphraticus,Carbon sequestration,1;2;4;5;6;7;8,1,1,1,Mollusca,Litoral,2,3
181,Gyraulus euphraticus,Aquatic recreation,1;2;4;5;6;7;8,1,1,1,Mollusca,Litoral,2,3
181,Gyraulus euphraticus,Biocontrol,1;2;4;5;6;7;8,1,1,1,Mollusca,Litoral,2,3
182,Indoplanorbis exustus,Carbon sequestration,1;2;4;5;6;7;8,1,1,1,Mollusca,Litoral,2,3
182,Indoplanorbis exustus,Aquatic recreation,1;2;4;5;6;7;8,1,1,1,Mollusca,Litoral,2,3
182,Indoplanorbis exustus,Biocontrol,1;2;4;5;6;7;8,1,1,1,Mollusca,Litoral,2,3
183,Macrobrachium malcolmsonii,Fishery,1;2;4;5;6;7;8,1,1,1,Prawns,Benthic,3,3
183,Macrobrachium malcolmsonii,Food provisioning,1;2;4;5;6;7;8,1,1,1,Prawns,Benthic,3,3
183,Macrobrachium malcolmsonii,Biocontrol,1;2;4;5;6;7;8,1,1,1,Prawns,Benthic,3,3
184,Macrobrachium rosenbergii,Fishery,1;2;4;5;6;7;8,1,1,1,Prawns,Benthic,3,3
184,Macrobrachium rosenbergii,Food provisioning,1;2;4;5;6;7;8,1,1,1,Prawns,Benthic,3,3
184,Macrobrachium rosenbergii,Biocontrol,1;2;4;5;6;7;8,1,1,1,Prawns,Benthic,3,3
185,Macrobrachium rude,Fishery,1;2;4;5;6;7;8,1,1,1,Prawns,Benthic,3,3
185,Macrobrachium rude,Food provisioning,1;2;4;5;6;7;8,1,1,1,Prawns,Benthic,3,3
185,Macrobrachium rude,Biocontrol,1;2;4;5;6;7;8,1,1,1,Prawns,Benthic,3,3
186,Macrobrachium equidens,Fishery,1;2;4;5;6;7;8,1,1,1,Prawns,Benthic,3,3
186,Macrobrachium equidens,Food provisioning,1;2;4;5;6;7;8,1,1,1,Prawns,Benthic,3,3
186,Macrobrachium equidens,Biocontrol,1;2;4;5;6;7;8,1,1,1,Prawns,Benthic,3,3
187,Diplonychus annulatus,Carbon sequestration,1;2;3;4;5;6;7;8,1,1,1,Aquatic_Insects,Benthic,2,3
187,Diplonychus annulatus,Bioindicators,1;2;3;4;5;6;7;8,1,1,1,Aquatic_Insects,Benthic,2,3
188,Diplonychus rusticus,Carbon sequestration,1;2;3;4;5;6;7;8,1,1,1,Aquatic_Insects,Benthic,2,3
188,Diplonychus rusticus,Bioindicators,1;2;3;4;5;6;7;8,1,1,1,Aquatic_Insects,Benthic,2,3
189,Aquarius adelaides,Carbon sequestration,1;2;3;4;5;6;7;8,1,1,1,Aquatic_Insects,Neustonic,2,3
189,Aquarius adelaides,Bioindicators,1;2;3;4;5;6;7;8,1,1,1,Aquatic_Insects,Neustonic,2,3
190,Limnogonus fossarum,Carbon sequestration,1;2;3;4;5;6;7;8,1,1,1,Aquatic_Insects,Neustonic,2,3
190,Limnogonus fossarum,Bioindicators,1;2;3;4;5;6;7;8,1,1,1,Aquatic_Insects,Neustonic,2,3
191,Laccotrephes griseus,Carbon sequestration,1;2;3;4;5;6;7;8,1,1,1,Aquatic_Insects,Benthic,3,3
191,Laccotrephes griseus,Bioindicators,1;2;3;4;5;6;7;8,1,1,1,Aquatic_Insects,Benthic,3,3
192,Laccotrephes ruber,Carbon sequestration,1;2;3;4;5;6;7;8,1,1,1,Aquatic_Insects,Benthic,3,3
192,Laccotrephes ruber,Bioindicators,1;2;3;4;5;6;7;8,1,1,1,Aquatic_Insects,Benthic,3,3
193,Ranatra elongata,Carbon sequestration,1;2;3;4;5;6;7;8,1,1,1,Aquatic_Insects,Profoundal,3,3
193,Ranatra elongata,Bioindicators,1;2;3;4;5;6;7;8,1,1,1,Aquatic_Insects,Profoundal,3,3
194,Ranatra filiformis,Carbon sequestration,1;2;3;4;5;6;7;8,1,1,1,Aquatic_Insects,Profoundal,2,3
194,Ranatra filiformis,Bioindicators,1;2;3;4;5;6;7;8,1,1,1,Aquatic_Insects,Profoundal,2,3
195,Ranatra varipes,Carbon sequestration,1;2;3;4;5;6;7;8,1,1,1,Aquatic_Insects,Profoundal,2,3
195,Ranatra varipes,Bioindicators,1;2;3;4;5;6;7;8,1,1,1,Aquatic_Insects,Profoundal,2,3
196,Anisops campbelli,Carbon sequestration,1;2;3;4;5;6;7;8,1,1,1,Aquatic_Insects,Benthic,2,3
196,Anisops campbelli,Bioindicators,1;2;3;4;5;6;7;8,1,1,1,Aquatic_Insects,Benthic,2,3
197,Hydrovatus confertus,Carbon sequestration,1;2;3;4;5;6;7;8,1,1,1,Aquatic_Insects,Benthic,2,2
197,Hydrovatus confertus,Bioindicators,1;2;3;4;5;6;7;8,1,1,1,Aquatic_Insects,Benthic,2,2
198,Arcella discoides,Carbon sequestration,1;4;5;6;7;8,1,1,1,Zooplankton,Litoral/Profoundal,1,2
198,Arcella discoides,Bioindicators,1;4;5;6;7;8,1,1,1,Zooplankton,Litoral/Profoundal,1,2
199,Centropyxis aculeata,Carbon sequestration,1;4;5;6;7;8,1,1,1,Zooplankton,Litoral/Profoundal,1,2
199,Centropyxis aculeata,Bioindicators,1;4;5;6;7;8,1,1,1,Zooplankton,Litoral/Profoundal,1,2
200,Brachionus calyciflorus,Carbon sequestration,1;3;4;5;6;7;8,1,1,1,Zooplankton,Litoral/Profoundal,1,2
200,Brachionus calyciflorus,Bioindicators,1;3;4;5;6;7;8,1,1,1,Zooplankton,Litoral/Profoundal,1,2
201,Brachionus forficula,Carbon sequestration,1;3;4;5;6;7;8,1,1,1,Zooplankton,Litoral/Profoundal,1,2
201,Brachionus forficula,Bioindicators,1;3;4;5;6;7;8,1,1,1,Zooplankton,Litoral/Profoundal,1,2
202,Keratella lenzi,Carbon sequestration,1;3;4;5;6;7;8,1,1,1,Zooplankton,Litoral/Profoundal,1,2
202,Keratella lenzi,Bioindicators,1;3;4;5;6;7;8,1,1,1,Zooplankton,Litoral/Profoundal,1,2
203,Lecane aculeata,Carbon sequestration,1;3;4;5;6;7;8,1,1,1,Zooplankton,Litoral/Profoundal,1,2
203,Lecane aculeata,Bioindicators,1;3;4;5;6;7;8,1,1,1,Zooplankton,Litoral/Profoundal,1,2
204,Lecane bulla,Carbon sequestration,1;3;4;5;6;7;8,1,1,1,Zooplankton,Litoral/Profoundal,1,2
204,Lecane bulla,Bioindicators,1;3;4;5;6;7;8,1,1,1,Zooplankton,Litoral/Profoundal,1,2
205,Asplanchna brightwelli,Carbon sequestration,1;4;5;6;7;8,1,1,1,Zooplankton,Litoral/Profoundal,1,2
205,Asplanchna brightwelli,Bioindicators,1;4;5;6;7;8,1,1,1,Zooplankton,Litoral/Profoundal,1,2
206,Mesocyclops leukarti,Carbon sequestration,1;4;5;6;7;8,1,1,1,Zooplankton,Litoral/Profoundal,1,2
206,Mesocyclops leukarti,Bioindicators,1;4;5;6;7;8,1,1,1,Zooplankton,Litoral/Profoundal,1,2
207,Scapholeberis kingi,Carbon sequestration,1;4;5;6;7;8,1,1,1,Zooplankton,Litoral/Profoundal,1,2
207,Scapholeberis kingi,Bioindicators,1;4;5;6;7;8,1,1,1,Zooplankton,Litoral/Profoundal,1,2
208,Macrothrix spinosa,Carbon sequestration,1;4;5;6;7;8,1,1,1,Zooplankton,Litoral/Profoundal,1,2
208,Macrothrix spinosa,Bioindicators,1;4;5;6;7;8,1,1,1,Zooplankton,Litoral/Profoundal,1,2
209,Macrothrix goeldi,Carbon sequestration,1;4;5;6;7;8,1,1,1,Zooplankton,Litoral/Profoundal,1,2
209,Macrothrix goeldi,Bioindicators,1;4;5;6;7;8,1,1,1,Zooplankton,Litoral/Profoundal,1,2
210,Alona pulchella,Carbon sequestration,1;4;5;6;7;8,1,1,1,Zooplankton,Litoral/Profoundal,1,2
210,Alona pulchella,Bioindicators,1;4;5;6;7;8,1,1,1,Zooplankton,Litoral/Profoundal,1,2
211,Coronatella rectangula,Carbon sequestration,1;4;5;6;7;8,1,1,1,Zooplankton,Litoral/Profoundal,1,2
211,Coronatella rectangula,Bioindicators,1;4;5;6;7;8,1,1,1,Zooplankton,Litoral/Profoundal,1,2
212,Odonata sp.,Biocontrol,1;2;4;5;6;7;8,1,1,1,Aquatic_Insects,Benthic,3,3
212,Odonata sp.,Bioindicators,1;2;4;5;6;7;8,1,1,1,Aquatic_Insects,Benthic,3,3
214,Green Algae,Carbon sequestration,1;2;3;4;5;6;7;8,1,1,1,Autotrophs,Limnetic,1,3
214,Green Algae,Nutrient recycling,1;2;3;4;5;6;7;8,1,1,1,Autotrophs,Limnetic,1,3
214,Green Algae,Food provisioning,1;2;3;4;5;6;7;8,1,1,1,Autotrophs,Limnetic,1,3
214,Green Algae,Bioindicators,1;2;3;4;5;6;7;8,1,1,1,Autotrophs,Limnetic,1,3
215,Detritus,Carbon sequestration,1;3;4;5;6;7;8,1,1,1,Detritus,Detritus,1,3
215,Detritus,Nutrient recycling,1;3;4;5;6;7;8,1,1,1,Detritus,Detritus,1,3
216,Herbaceous aquatic plants,Carbon sequestration,1;2;3;4;5;6;7;8,1,1,1,Autotrophs,Litoral,4,3
216,Herbaceous aquatic plants,Nutrient recycling,1;2;3;4;5;6;7;8,1,1,1,Autotrophs,Litoral,4,3
216,Herbaceous aquatic plants,Food provisioning,1;2;3;4;5;6;7;8,1,1,1,Autotrophs,Litoral,4,3
217,Carp sp.,Nutrient recycling,2;4,1,1,1,Fish,Profoundal,5,2
217,Carp sp.,Food provisioning,2;4,1,1,1,Fish,Profoundal,5,2
217,Carp sp.,Biocontrol,2;4,1,1,1,Fish,Profoundal,5,2
218,Big fish juveniles,Nutrient recycling,1;2;3;4;5;6;7;8,1,1,1,Fish,Profoundal,3,3
218,Big fish juveniles,Food provisioning,1;2;3;4;5;6;7;8,1,1,1,Fish,Profoundal,3,3
218,Big fish juveniles,Biocontrol,1;2;3;4;5;6;7;8,1,1,1,Fish,Profoundal,3,3
219,Tadploes,Biocontrol,2;3;4;7;8,0,1,1,Amphibians,Limnetic,2,3
219,Tadploes,Bioindicators,2;3;4;7;8,0,1,1,Amphibians,Limnetic,2,3
