web,motif,species,count
Premonsoon,S4,Macrobrachium malcolmsonii,280
Premonsoon,S4,Macrobrachium rosenbergii,280
Premonsoon,S4,Macrobrachium rude,451
Premonsoon,S4,Macrognathus pancalus,492
Premonsoon,S4,Macrothrix goeldi,271
Premonsoon,S4,Macrothrix spinosa,271
Premonsoon,S4,Mastacembelus armatus,209
Premonsoon,S4,Merops orientalis,0
Premonsoon,S4,Mesocyclops leukarti,281
Premonsoon,S4,Metopidius indicus,26
Premonsoon,S4,Microcarbo niger,228
Premonsoon,S4,Minervarya agricola,383
Premonsoon,S4,Minervarya pierrei,359
Premonsoon,S4,Mosquito larvae,37
Premonsoon,S4,Motacilla citreola,15
Premonsoon,S4,Mycteria leucocephala,444
Premonsoon,S4,Mystus tengara,302
Premonsoon,S4,Mystus vittatus,300
Premonsoon,S4,Naja naja,52
Premonsoon,S4,Nettapus coromandelianus,58
Premonsoon,S4,Netuma thalassina,215
Premonsoon,S4,Notopterus notopterus,549
Premonsoon,S4,Nycticorax nycticorax,189
Premonsoon,S4,Odonata sp.,115
Premonsoon,S4,Oreochromis niloticus,479
Premonsoon,S4,Oriolus kundoo,0
Premonsoon,S4,Oriolus xanthornus,0
Premonsoon,S4,Parambassis baculis,491
Premonsoon,S4,Pethia phutunio,690
Premonsoon,S4,Polypedates maculatus,357
Premonsoon,S4,Porphyrio poliocephalus,26
Premonsoon,S4,Prionailurus viverrinus,220
Premonsoon,S4,Puntius vittatus,483
Premonsoon,S4,Ranatra elongata,140
Premonsoon,S4,Ranatra filiformis,144
Premonsoon,S4,Ranatra varipes,160
Premonsoon,S4,Rasbora daniconius,552
Premonsoon,S4,Scapholeberis kingi,281
Premonsoon,S4,Spilornis cheela,4
Premonsoon,S4,Tachybaptus ruficollis,119
Premonsoon,S4,Trichogaster fasciata,744
Premonsoon,S4,Trichogaster lalius,762
Premonsoon,S4,Uperodon systoma,359
Premonsoon,S4,Vanellus indicus,15
Premonsoon,S4,Varanus bengalensis,35
Premonsoon,S4,Xenentodon cancila,190
Premonsoon,S5,Acridotheres ginginianus,198
Premonsoon,S5,Alcedo atthis,822
Premonsoon,S5,Alona pulchella,97
Premonsoon,S5,Amaurornis phoenicurus,774
Premonsoon,S5,Anas poecilorhyncha,579
Premonsoon,S5,Anastomus oscitans,379
Premonsoon,S5,Anisops campbelli,1123
Premonsoon,S5,Aplocheilus panchax,612
Premonsoon,S5,Aquarius adelaides,1081
Premonsoon,S5,Arcella discoides,97
Premonsoon,S5,Ardea alba,846
Premonsoon,S5,Ardea intermedia,846
Premonsoon,S5,Ardea purpurea,827
Premonsoon,S5,Ardeola grayii,880
Premonsoon,S5,Asplanchna brightwelli,97
Premonsoon,S5,Badis badis,758
Premonsoon,S5,Big fish juveniles,594
Premonsoon,S5,Brachionus calyciflorus,115
Premonsoon,S5,Brachionus forficula,115
Premonsoon,S5,Bubulcus ibis,758
Premonsoon,S5,Bungarus fasciatus,393
Premonsoon,S5,Carp sp.,238
Premonsoon,S5,Centropus bengalensis,649
Premonsoon,S5,Centropyxis aculeata,97
Premonsoon,S5,Ceryle rudis,822
Premonsoon,S5,Channa gachua,797
Premonsoon,S5,Channa punctata,597
Premonsoon,S5,Channa striata,597
Premonsoon,S5,Coracias benghalensis,191
Premonsoon,S5,Coronatella rectangula,97
Premonsoon,S5,Dendrocygna javanica,243
Premonsoon,S5,Detritus,57
Premonsoon,S5,Diplonychus annulatus,1051
Premonsoon,S5,Diplonychus rusticus,1077
Premonsoon,S5,Duttaphrynus melanostictus,587
Premonsoon,S5,Duttaphrynus scaber,581
Premonsoon,S5,Egretta garzetta,880
Premonsoon,S5,Enhydris enhydris,341
Premonsoon,S5,Euphlyctis cyanophlyctis,572
Premonsoon,S5,Fejervarya orissaensis,673
Premonsoon,S5,Felis chaus,144
Premonsoon,S5,Fowlea piscator,335
Premonsoon,S5,Gallinula chloropus,667
Premonsoon,S5,Glossogobius giuris,723
Premonsoon,S5,Green Algae,229
Premonsoon,S5,Halcyon smyrnensis,822
Premonsoon,S5,Haliaeetus leucogaster,218
Premonsoon,S5,Herbaceous aquatic plants,137
Premonsoon,S5,Heteropneustes fossilis,262
Premonsoon,S5,Himantopus himantopus,561
Premonsoon,S5,Hirundo rustica,561
Premonsoon,S5,Hoplobatrachus crassus,539
Premonsoon,S5,Hoplobatrachus tigerinus,503
Premonsoon,S5,Hydrophasianus chirurgus,579
Premonsoon,S5,Hydrovatus confertus,1045
Premonsoon,S5,Keratella lenzi,115
Premonsoon,S5,Laccotrephes griseus,1081
Premonsoon,S5,Laccotrephes ruber,1081
Premonsoon,S5,Lecane aculeata,115
Premonsoon,S5,Lecane bulla,115
Premonsoon,S5,Limnogonus fossarum,1081
Premonsoon,S5,Lissemys punctata,851
Premonsoon,S5,Macrobrachium equidens,168
Premonsoon,S5,Macrobrachium malcolmsonii,509
Premonsoon,S5,Macrobrachium rosenbergii,509
Premonsoon,S5,Macrobrachium rude,234
Premonsoon,S5,Macrognathus pancalus,794
Premonsoon,S5,Macrothrix goeldi,97
Premonsoon,S5,Macrothrix spinosa,97
Premonsoon,S5,Mastacembelus armatus,686
Premonsoon,S5,Merops orientalis,4
Premonsoon,S5,Mesocyclops leukarti,107
Premonsoon,S5,Metopidius indicus,579
Premonsoon,S5,Microcarbo niger,514
Premonsoon,S5,Minervarya agricola,668
Premonsoon,S5,Minervarya pierrei,638
Premonsoon,S5,Mosquito larvae,45
Premonsoon,S5,Motacilla citreola,561
Premonsoon,S5,Mycteria leucocephala,711
Premonsoon,S5,Mystus tengara,205
Premonsoon,S5,Mystus vittatus,215
Premonsoon,S5,Naja naja,179
Premonsoon,S5,Nettapus coromandelianus,625
Premonsoon,S5,Netuma thalassina,202
Premonsoon,S5,Notopterus notopterus,777
Premonsoon,S5,Nycticorax nycticorax,846
Premonsoon,S5,Odonata sp.,202
Premonsoon,S5,Oreochromis niloticus,754
Premonsoon,S5,Oriolus kundoo,4
Premonsoon,S5,Oriolus xanthornus,4
Premonsoon,S5,Parambassis baculis,600
Premonsoon,S5,Pethia phutunio,758
Premonsoon,S5,Polypedates maculatus,606
Premonsoon,S5,Porphyrio poliocephalus,579
Premonsoon,S5,Prionailurus viverrinus,541
Premonsoon,S5,Puntius vittatus,616
Premonsoon,S5,Ranatra elongata,896
Premonsoon,S5,Ranatra filiformis,896
Premonsoon,S5,Ranatra varipes,922
Premonsoon,S5,Rasbora daniconius,676
Premonsoon,S5,Scapholeberis kingi,107
Premonsoon,S5,Spilornis cheela,11
Premonsoon,S5,Tachybaptus ruficollis,792
Premonsoon,S5,Trichogaster fasciata,827
Premonsoon,S5,Trichogaster lalius,575
Premonsoon,S5,Uperodon systoma,638
Premonsoon,S5,Vanellus indicus,561
Premonsoon,S5,Varanus bengalensis,198
Premonsoon,S5,Xenentodon cancila,558
Premonsoon,D1,Acridotheres ginginianus,0
Premonsoon,D1,Alcedo atthis,29
Premonsoon,D1,Alona pulchella,0
Premonsoon,D1,Amaurornis phoenicurus,29
Premonsoon,D1,Anas poecilorhyncha,9
Premonsoon,D1,Anastomus oscitans,0
Premonsoon,D1,Anisops campbelli,0
Premonsoon,D1,Aplocheilus panchax,64
Premonsoon,D1,Aquarius adelaides,0
Premonsoon,D1,Arcella discoides,0
Premonsoon,D1,Ardea alba,29
Premonsoon,D1,Ardea intermedia,29
Premonsoon,D1,Ardea purpurea,31
Premonsoon,D1,Ardeola grayii,29
Premonsoon,D1,Asplanchna brightwelli,0
Premonsoon,D1,Badis badis,64
Premonsoon,D1,Big fish juveniles,0
Premonsoon,D1,Brachionus calyciflorus,0
Premonsoon,D1,Brachionus forficula,0
Premonsoon,D1,Bubulcus ibis,29
Premonsoon,D1,Bungarus fasciatus,0
Premonsoon,D1,Carp sp.,0
Premonsoon,D1,Centropus bengalensis,9
Premonsoon,D1,Centropyxis aculeata,0
Premonsoon,D1,Ceryle rudis,29
Premonsoon,D1,Channa gachua,29
Premonsoon,D1,Channa punctata,38
Premonsoon,D1,Channa striata,38
Premonsoon,D1,Coracias benghalensis,2
Premonsoon,D1,Coronatella rectangula,0
Premonsoon,D1,Dendrocygna javanica,3
Premonsoon,D1,Detritus,0
Premonsoon,D1,Diplonychus annulatus,145
Premonsoon,D1,Diplonychus rusticus,195
Premonsoon,D1,Duttaphrynus melanostictus,9
Premonsoon,D1,Duttaphrynus scaber,9
Premonsoon,D1,Egretta garzetta,29
Premonsoon,D1,Enhydris enhydris,0
Premonsoon,D1,Euphlyctis cyanophlyctis,9
Premonsoon,D1,Fejervarya orissaensis,9
Premonsoon,D1,Felis chaus,1
Premonsoon,D1,Fowlea piscator,6
Premonsoon,D1,Gallinula chloropus,9
Premonsoon,D1,Glossogobius giuris,29
Premonsoon,D1,Green Algae,0
Premonsoon,D1,Halcyon smyrnensis,29
Premonsoon,D1,Haliaeetus leucogaster,3
Premonsoon,D1,Herbaceous aquatic plants,0
Premonsoon,D1,Heteropneustes fossilis,0
Premonsoon,D1,Himantopus himantopus,9
Premonsoon,D1,Hirundo rustica,9
Premonsoon,D1,Hoplobatrachus crassus,12
Premonsoon,D1,Hoplobatrachus tigerinus,12
Premonsoon,D1,Hydrophasianus chirurgus,9
Premonsoon,D1,Hydrovatus confertus,0
Premonsoon,D1,Keratella lenzi,0
Premonsoon,D1,Laccotrephes griseus,0
Premonsoon,D1,Laccotrephes ruber,0
Premonsoon,D1,Lecane aculeata,0
Premonsoon,D1,Lecane bulla,0
Premonsoon,D1,Limnogonus fossarum,0
Premonsoon,D1,Lissemys punctata,26
Premonsoon,D1,Macrobrachium equidens,0
Premonsoon,D1,Macrobrachium malcolmsonii,9
Premonsoon,D1,Macrobrachium rosenbergii,9
Premonsoon,D1,Macrobrachium rude,0
Premonsoon,D1,Macrognathus pancalus,29
Premonsoon,D1,Macrothrix goeldi,0
Premonsoon,D1,Macrothrix spinosa,0
Premonsoon,D1,Mastacembelus armatus,29
Premonsoon,D1,Merops orientalis,0
Premonsoon,D1,Mesocyclops leukarti,0
Premonsoon,D1,Metopidius indicus,9
Premonsoon,D1,Microcarbo niger,0
Premonsoon,D1,Minervarya agricola,9
Premonsoon,D1,Minervarya pierrei,9
Premonsoon,D1,Mosquito larvae,0
Premonsoon,D1,Motacilla citreola,9
Premonsoon,D1,Mycteria leucocephala,32
Premonsoon,D1,Mystus tengara,0
Premonsoon,D1,Mystus vittatus,0
Premonsoon,D1,Naja naja,0
Premonsoon,D1,Nettapus coromandelianus,9
Premonsoon,D1,Netuma thalassina,8
Premonsoon,D1,Notopterus notopterus,26
Premonsoon,D1,Nycticorax nycticorax,29
Premonsoon,D1,Odonata sp.,0
Premonsoon,D1,Oreochromis niloticus,9
Premonsoon,D1,Oriolus kundoo,0
Premonsoon,D1,Oriolus xanthornus,0
Premonsoon,D1,Parambassis baculis,61
Premonsoon,D1,Pethia phutunio,64
Premonsoon,D1,Polypedates maculatus,9
Premonsoon,D1,Porphyrio poliocephalus,9
Premonsoon,D1,Prionailurus viverrinus,14
Premonsoon,D1,Puntius vittatus,64
Premonsoon,D1,Ranatra elongata,334
Premonsoon,D1,Ranatra filiformis,334
Premonsoon,D1,Ranatra varipes,267
Premonsoon,D1,Rasbora daniconius,64
Premonsoon,D1,Scapholeberis kingi,0
Premonsoon,D1,Spilornis cheela,0
Premonsoon,D1,Tachybaptus ruficollis,29
Premonsoon,D1,Trichogaster fasciata,46
Premonsoon,D1,Trichogaster lalius,0
Premonsoon,D1,Uperodon systoma,9
Premonsoon,D1,Vanellus indicus,9
Premonsoon,D1,Varanus bengalensis,2
Premonsoon,D1,Xenentodon cancila,9
Premonsoon,D2,Acridotheres ginginianus,0
Premonsoon,D2,Alcedo atthis,0
Premonsoon,D2,Alona pulchella,0
Premonsoon,D2,Amaurornis phoenicurus,0
Premonsoon,D2,Anas poecilorhyncha,0
Premonsoon,D2,Anastomus oscitans,0
Premonsoon,D2,Anisops campbelli,30
Premonsoon,D2,Aplocheilus panchax,21
Premonsoon,D2,Aquarius adelaides,30
Premonsoon,D2,Arcella discoides,0
Premonsoon,D2,Ardea alba,0
Premonsoon,D2,Ardea intermedia,0
Premonsoon,D2,Ardea purpurea,0
Premonsoon,D2,Ardeola grayii,0
Premonsoon,D2,Asplanchna brightwelli,0
Premonsoon,D2,Badis badis,21
Premonsoon,D2,Big fish juveniles,6
Premonsoon,D2,Brachionus calyciflorus,0
Premonsoon,D2,Brachionus forficula,0
Premonsoon,D2,Bubulcus ibis,0
Premonsoon,D2,Bungarus fasciatus,14
Premonsoon,D2,Carp sp.,0
Premonsoon,D2,Centropus bengalensis,0
Premonsoon,D2,Centropyxis aculeata,0
Premonsoon,D2,Ceryle rudis,0
Premonsoon,D2,Channa gachua,3
Premonsoon,D2,Channa punctata,60
Premonsoon,D2,Channa striata,60
Premonsoon,D2,Coracias benghalensis,0
Premonsoon,D2,Coronatella rectangula,0
Premonsoon,D2,Dendrocygna javanica,0
Premonsoon,D2,Detritus,1
Premonsoon,D2,Diplonychus annulatus,21
Premonsoon,D2,Diplonychus rusticus,28
Premonsoon,D2,Duttaphrynus melanostictus,1
Premonsoon,D2,Duttaphrynus scaber,1
Premonsoon,D2,Egretta garzetta,0
Premonsoon,D2,Enhydris enhydris,2
Premonsoon,D2,Euphlyctis cyanophlyctis,4
Premonsoon,D2,Fejervarya orissaensis,4
Premonsoon,D2,Felis chaus,0
Premonsoon,D2,Fowlea piscator,9
Premonsoon,D2,Gallinula chloropus,0
Premonsoon,D2,Glossogobius giuris,3
Premonsoon,D2,Green Algae,1
Premonsoon,D2,Halcyon smyrnensis,0
Premonsoon,D2,Haliaeetus leucogaster,0
Premonsoon,D2,Herbaceous aquatic plants,1
Premonsoon,D2,Heteropneustes fossilis,3
Premonsoon,D2,Himantopus himantopus,0
Premonsoon,D2,Hirundo rustica,0
Premonsoon,D2,Hoplobatrachus crassus,9
Premonsoon,D2,Hoplobatrachus tigerinus,14
Premonsoon,D2,Hydrophasianus chirurgus,0
Premonsoon,D2,Hydrovatus confertus,30
Premonsoon,D2,Keratella lenzi,0
Premonsoon,D2,Laccotrephes griseus,30
Premonsoon,D2,Laccotrephes ruber,30
Premonsoon,D2,Lecane aculeata,0
Premonsoon,D2,Lecane bulla,0
Premonsoon,D2,Limnogonus fossarum,30
Premonsoon,D2,Lissemys punctata,0
Premonsoon,D2,Macrobrachium equidens,3
Premonsoon,D2,Macrobrachium malcolmsonii,3
Premonsoon,D2,Macrobrachium rosenbergii,3
Premonsoon,D2,Macrobrachium rude,3
Premonsoon,D2,Macrognathus pancalus,3
Premonsoon,D2,Macrothrix goeldi,0
Premonsoon,D2,Macrothrix spinosa,0
Premonsoon,D2,Mastacembelus armatus,3
Premonsoon,D2,Merops orientalis,0
Premonsoon,D2,Mesocyclops leukarti,0
Premonsoon,D2,Metopidius indicus,0
Premonsoon,D2,Microcarbo niger,0
Premonsoon,D2,Minervarya agricola,2
Premonsoon,D2,Minervarya pierrei,4
Premonsoon,D2,Mosquito larvae,10
Premonsoon,D2,Motacilla citreola,0
Premonsoon,D2,Mycteria leucocephala,0
Premonsoon,D2,Mystus tengara,3
Premonsoon,D2,Mystus vittatus,3
Premonsoon,D2,Naja naja,0
Premonsoon,D2,Nettapus coromandelianus,0
Premonsoon,D2,Netuma thalassina,46
Premonsoon,D2,Notopterus notopterus,3
Premonsoon,D2,Nycticorax nycticorax,0
Premonsoon,D2,Odonata sp.,0
Premonsoon,D2,Oreochromis niloticus,3
Premonsoon,D2,Oriolus kundoo,0
Premonsoon,D2,Oriolus xanthornus,0
Premonsoon,D2,Parambassis baculis,23
Premonsoon,D2,Pethia phutunio,21
Premonsoon,D2,Polypedates maculatus,1
Premonsoon,D2,Porphyrio poliocephalus,0
Premonsoon,D2,Prionailurus viverrinus,0
Premonsoon,D2,Puntius vittatus,21
Premonsoon,D2,Ranatra elongata,71
Premonsoon,D2,Ranatra filiformis,77
Premonsoon,D2,Ranatra varipes,63
Premonsoon,D2,Rasbora daniconius,23
Premonsoon,D2,Scapholeberis kingi,0
Premonsoon,D2,Spilornis cheela,0
Premonsoon,D2,Tachybaptus ruficollis,0
Premonsoon,D2,Trichogaster fasciata,16
Premonsoon,D2,Trichogaster lalius,6
Premonsoon,D2,Uperodon systoma,4
Premonsoon,D2,Vanellus indicus,0
Premonsoon,D2,Varanus bengalensis,0
Premonsoon,D2,Xenentodon cancila,3
Premonsoon,D3,Acridotheres ginginianus,4
Premonsoon,D3,Alcedo atthis,0
Premonsoon,D3,Alona pulchella,0
Premonsoon,D3,Amaurornis phoenicurus,0
Premonsoon,D3,Anas poecilorhyncha,20
Premonsoon,D3,Anastomus oscitans,20
Premonsoon,D3,Anisops campbelli,0
Premonsoon,D3,Aplocheilus panchax,103
Premonsoon,D3,Aquarius adelaides,0
Premonsoon,D3,Arcella discoides,0
Premonsoon,D3,Ardea alba,4
Premonsoon,D3,Ardea intermedia,4
Premonsoon,D3,Ardea purpurea,2
Premonsoon,D3,Ardeola grayii,4
Premonsoon,D3,Asplanchna brightwelli,0
Premonsoon,D3,Badis badis,97
Premonsoon,D3,Big fish juveniles,0
Premonsoon,D3,Brachionus calyciflorus,0
Premonsoon,D3,Brachionus forficula,0
Premonsoon,D3,Bubulcus ibis,0
Premonsoon,D3,Bungarus fasciatus,60
Premonsoon,D3,Carp sp.,0
Premonsoon,D3,Centropus bengalensis,24
Premonsoon,D3,Centropyxis aculeata,0
Premonsoon,D3,Ceryle rudis,0
Premonsoon,D3,Channa gachua,4
Premonsoon,D3,Channa punctata,1
Premonsoon,D3,Channa striata,1
Premonsoon,D3,Coracias benghalensis,2
Premonsoon,D3,Coronatella rectangula,0
Premonsoon,D3,Dendrocygna javanica,20
Premonsoon,D3,Detritus,0
Premonsoon,D3,Diplonychus annulatus,3
Premonsoon,D3,Diplonychus rusticus,1
Premonsoon,D3,Duttaphrynus melanostictus,20
Premonsoon,D3,Duttaphrynus scaber,20
Premonsoon,D3,Egretta garzetta,4
Premonsoon,D3,Enhydris enhydris,20
Premonsoon,D3,Euphlyctis cyanophlyctis,20
Premonsoon,D3,Fejervarya orissaensis,20
Premonsoon,D3,Felis chaus,6
Premonsoon,D3,Fowlea piscator,54
Premonsoon,D3,Gallinula chloropus,24
Premonsoon,D3,Glossogobius giuris,0
Premonsoon,D3,Green Algae,0
Premonsoon,D3,Halcyon smyrnensis,0
Premonsoon,D3,Haliaeetus leucogaster,24
Premonsoon,D3,Herbaceous aquatic plants,0
Premonsoon,D3,Heteropneustes fossilis,0
Premonsoon,D3,Himantopus himantopus,20
Premonsoon,D3,Hirundo rustica,20
Premonsoon,D3,Hoplobatrachus crassus,57
Premonsoon,D3,Hoplobatrachus tigerinus,57
Premonsoon,D3,Hydrophasianus chirurgus,20
Premonsoon,D3,Hydrovatus confertus,0
Premonsoon,D3,Keratella lenzi,0
Premonsoon,D3,Laccotrephes griseus,0
Premonsoon,D3,Laccotrephes ruber,0
Premonsoon,D3,Lecane aculeata,0
Premonsoon,D3,Lecane bulla,0
Premonsoon,D3,Limnogonus fossarum,0
Premonsoon,D3,Lissemys punctata,7
Premonsoon,D3,Macrobrachium equidens,0
Premonsoon,D3,Macrobrachium malcolmsonii,11
Premonsoon,D3,Macrobrachium rosenbergii,11
Premonsoon,D3,Macrobrachium rude,0
Premonsoon,D3,Macrognathus pancalus,0
Premonsoon,D3,Macrothrix goeldi,0
Premonsoon,D3,Macrothrix spinosa,0
Premonsoon,D3,Mastacembelus armatus,0
Premonsoon,D3,Merops orientalis,0
Premonsoon,D3,Mesocyclops leukarti,0
Premonsoon,D3,Metopidius indicus,20
Premonsoon,D3,Microcarbo niger,24
Premonsoon,D3,Minervarya agricola,20
Premonsoon,D3,Minervarya pierrei,20
Premonsoon,D3,Mosquito larvae,0
Premonsoon,D3,Motacilla citreola,20
Premonsoon,D3,Mycteria leucocephala,4
Premonsoon,D3,Mystus tengara,0
Premonsoon,D3,Mystus vittatus,0
Premonsoon,D3,Naja naja,4
Premonsoon,D3,Nettapus coromandelianus,20
Premonsoon,D3,Netuma thalassina,22
Premonsoon,D3,Notopterus notopterus,3
Premonsoon,D3,Nycticorax nycticorax,4
Premonsoon,D3,Odonata sp.,0
Premonsoon,D3,Oreochromis niloticus,20
Premonsoon,D3,Oriolus kundoo,0
Premonsoon,D3,Oriolus xanthornus,0
Premonsoon,D3,Parambassis baculis,106
Premonsoon,D3,Pethia phutunio,97
Premonsoon,D3,Polypedates maculatus,20
Premonsoon,D3,Porphyrio poliocephalus,20
Premonsoon,D3,Prionailurus viverrinus,22
Premonsoon,D3,Puntius vittatus,97
Premonsoon,D3,Ranatra elongata,233
Premonsoon,D3,Ranatra filiformis,233
Premonsoon,D3,Ranatra varipes,205
Premonsoon,D3,Rasbora daniconius,103
Premonsoon,D3,Scapholeberis kingi,0
Premonsoon,D3,Spilornis cheela,4
Premonsoon,D3,Tachybaptus ruficollis,0
Premonsoon,D3,Trichogaster fasciata,72
Premonsoon,D3,Trichogaster lalius,0
Premonsoon,D3,Uperodon systoma,20
Premonsoon,D3,Vanellus indicus,20
Premonsoon,D3,Varanus bengalensis,2
Premonsoon,D3,Xenentodon cancila,20
Premonsoon,D4,Acridotheres ginginianus,0
Premonsoon,D4,Alcedo atthis,0
Premonsoon,D4,Alona pulchella,8
Premonsoon,D4,Amaurornis phoenicurus,0
Premonsoon,D4,Anas poecilorhyncha,0
Premonsoon,D4,Anastomus oscitans,0
Premonsoon,D4,Anisops campbelli,6
Premonsoon,D4,Aplocheilus panchax,12
Premonsoon,D4,Aquarius adelaides,6
Premonsoon,D4,Arcella discoides,8
Premonsoon,D4,Ardea alba,0
Premonsoon,D4,Ardea intermedia,0
Premonsoon,D4,Ardea purpurea,0
Premonsoon,D4,Ardeola grayii,0
Premonsoon,D4,Asplanchna brightwelli,8
Premonsoon,D4,Badis badis,60
Premonsoon,D4,Big fish juveniles,29
Premonsoon,D4,Brachionus calyciflorus,8
Premonsoon,D4,Brachionus forficula,8
Premonsoon,D4,Bubulcus ibis,0
Premonsoon,D4,Bungarus fasciatus,44
Premonsoon,D4,Carp sp.,0
Premonsoon,D4,Centropus bengalensis,0
Premonsoon,D4,Centropyxis aculeata,8
Premonsoon,D4,Ceryle rudis,0
Premonsoon,D4,Channa gachua,0
Premonsoon,D4,Channa punctata,14
Premonsoon,D4,Channa striata,14
Premonsoon,D4,Coracias benghalensis,0
Premonsoon,D4,Coronatella rectangula,8
Premonsoon,D4,Dendrocygna javanica,0
Premonsoon,D4,Detritus,7
Premonsoon,D4,Diplonychus annulatus,11
Premonsoon,D4,Diplonychus rusticus,13
Premonsoon,D4,Duttaphrynus melanostictus,2
Premonsoon,D4,Duttaphrynus scaber,2
Premonsoon,D4,Egretta garzetta,0
Premonsoon,D4,Enhydris enhydris,2
Premonsoon,D4,Euphlyctis cyanophlyctis,0
Premonsoon,D4,Fejervarya orissaensis,0
Premonsoon,D4,Felis chaus,0
Premonsoon,D4,Fowlea piscator,46
Premonsoon,D4,Gallinula chloropus,0
Premonsoon,D4,Glossogobius giuris,0
Premonsoon,D4,Green Algae,7
Premonsoon,D4,Halcyon smyrnensis,0
Premonsoon,D4,Haliaeetus leucogaster,0
Premonsoon,D4,Herbaceous aquatic plants,5
Premonsoon,D4,Heteropneustes fossilis,0
Premonsoon,D4,Himantopus himantopus,0
Premonsoon,D4,Hirundo rustica,0
Premonsoon,D4,Hoplobatrachus crassus,46
Premonsoon,D4,Hoplobatrachus tigerinus,44
Premonsoon,D4,Hydrophasianus chirurgus,0
Premonsoon,D4,Hydrovatus confertus,6
Premonsoon,D4,Keratella lenzi,8
Premonsoon,D4,Laccotrephes griseus,6
Premonsoon,D4,Laccotrephes ruber,6
Premonsoon,D4,Lecane aculeata,8
Premonsoon,D4,Lecane bulla,8
Premonsoon,D4,Limnogonus fossarum,6
Premonsoon,D4,Lissemys punctata,0
Premonsoon,D4,Macrobrachium equidens,9
Premonsoon,D4,Macrobrachium malcolmsonii,0
Premonsoon,D4,Macrobrachium rosenbergii,0
Premonsoon,D4,Macrobrachium rude,9
Premonsoon,D4,Macrognathus pancalus,0
Premonsoon,D4,Macrothrix goeldi,8
Premonsoon,D4,Macrothrix spinosa,8
Premonsoon,D4,Mastacembelus armatus,0
Premonsoon,D4,Merops orientalis,0
Premonsoon,D4,Mesocyclops leukarti,11
Premonsoon,D4,Metopidius indicus,0
Premonsoon,D4,Microcarbo niger,0
Premonsoon,D4,Minervarya agricola,2
Premonsoon,D4,Minervarya pierrei,0
Premonsoon,D4,Mosquito larvae,15
Premonsoon,D4,Motacilla citreola,0
Premonsoon,D4,Mycteria leucocephala,0
Premonsoon,D4,Mystus tengara,0
Premonsoon,D4,Mystus vittatus,0
Premonsoon,D4,Naja naja,0
Premonsoon,D4,Nettapus coromandelianus,0
Premonsoon,D4,Netuma thalassina,28
Premonsoon,D4,Notopterus notopterus,0
Premonsoon,D4,Nycticorax nycticorax,0
Premonsoon,D4,Odonata sp.,3
Premonsoon,D4,Oreochromis niloticus,0
Premonsoon,D4,Oriolus kundoo,0
Premonsoon,D4,Oriolus xanthornus,0
Premonsoon,D4,Parambassis baculis,11
Premonsoon,D4,Pethia phutunio,60
Premonsoon,D4,Polypedates maculatus,2
Premonsoon,D4,Porphyrio poliocephalus,0
Premonsoon,D4,Prionailurus viverrinus,0
Premonsoon,D4,Puntius vittatus,18
Premonsoon,D4,Ranatra elongata,87
Premonsoon,D4,Ranatra filiformis,85
Premonsoon,D4,Ranatra varipes,65
Premonsoon,D4,Rasbora daniconius,29
Premonsoon,D4,Scapholeberis kingi,11
Premonsoon,D4,Spilornis cheela,0
Premonsoon,D4,Tachybaptus ruficollis,0
Premonsoon,D4,Trichogaster fasciata,41
Premonsoon,D4,Trichogaster lalius,29
Premonsoon,D4,Uperodon systoma,0
Premonsoon,D4,Vanellus indicus,0
Premonsoon,D4,Varanus bengalensis,0
Premonsoon,D4,Xenentodon cancila,0
Premonsoon,D5,Acridotheres ginginianus,0
Premonsoon,D5,Alcedo atthis,0
Premonsoon,D5,Alona pulchella,0
Premonsoon,D5,Amaurornis phoenicurus,0
Premonsoon,D5,Anas poecilorhyncha,0
Premonsoon,D5,Anastomus oscitans,0
Premonsoon,D5,Anisops campbelli,0
Premonsoon,D5,Aplocheilus panchax,1
Premonsoon,D5,Aquarius adelaides,0
Premonsoon,D5,Arcella discoides,0
Premonsoon,D5,Ardea alba,0
Premonsoon,D5,Ardea intermedia,0
Premonsoon,D5,Ardea purpurea,0
Premonsoon,D5,Ardeola grayii,0
Premonsoon,D5,Asplanchna brightwelli,0
Premonsoon,D5,Badis badis,7
Premonsoon,D5,Big fish juveniles,0
Premonsoon,D5,Brachionus calyciflorus,0
Premonsoon,D5,Brachionus forficula,0
Premonsoon,D5,Bubulcus ibis,0
Premonsoon,D5,Bungarus fasciatus,0
Premonsoon,D5,Carp sp.,0
Premonsoon,D5,Centropus bengalensis,0
Premonsoon,D5,Centropyxis aculeata,0
Premonsoon,D5,Ceryle rudis,0
Premonsoon,D5,Channa gachua,0
Premonsoon,D5,Channa punctata,0
Premonsoon,D5,Channa striata,0
Premonsoon,D5,Coracias benghalensis,0
Premonsoon,D5,Coronatella rectangula,0
Premonsoon,D5,Dendrocygna javanica,0
Premonsoon,D5,Detritus,0
Premonsoon,D5,Diplonychus annulatus,6
Premonsoon,D5,Diplonychus rusticus,0
Premonsoon,D5,Duttaphrynus melanostictus,0
Premonsoon,D5,Duttaphrynus scaber,0
Premonsoon,D5,Egretta garzetta,0
Premonsoon,D5,Enhydris enhydris,0
Premonsoon,D5,Euphlyctis cyanophlyctis,0
Premonsoon,D5,Fejervarya orissaensis,0
Premonsoon,D5,Felis chaus,0
